ship date;tracking;state;zip;custom weight;weight;zone;I;J;shipper;;;;;;
2016/1/20;1Z091YW70390792349;WA;99163;17;30;5;Ground Residential Third Party;12.9;M T L International;;;;;;
2016/1/20;1Z091YW70390792349;WA;99163;0;0;5;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/20;1Z091YW70390792349;WA;99163;0;0;5;Delivery Area Surcharge;3.15;M T L International;;;;;;
2016/1/20;1Z091YW70390792349;WA;99163;0;0;5;Fuel Surcharge;0.95;M T L International;;;;;;
2016/1/20;1Z091YW70390792349;WA;99163;0;0;5;Third Party Billing Service;0.48;M T L International;;;;;;
2016/1/20;1Z091YW70390792349;WA;99163;0;0;5;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/20;1Z091YW70393581553;NC;28625;24;40;8;Ground Residential Third Party;26.72;M T L International;;;;;;
2016/1/20;1Z091YW70393581553;NC;28625;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/20;1Z091YW70393581553;NC;28625;0;0;8;Fuel Surcharge;1.51;M T L International;;;;;;
2016/1/20;1Z091YW70393581553;NC;28625;0;0;8;Third Party Billing Service;0.76;M T L International;;;;;;
2016/1/20;1Z091YW70393581553;NC;28625;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/20;1Z091YW70399435012;NJ;08723;24;40;8;Ground Residential Third Party;26.72;M T L International;;;;;;
2016/1/20;1Z091YW70399435012;NJ;08723;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/20;1Z091YW70399435012;NJ;08723;0;0;8;Fuel Surcharge;1.51;M T L International;;;;;;
2016/1/20;1Z091YW70399435012;NJ;08723;0;0;8;Third Party Billing Service;0.76;M T L International;;;;;;
2016/1/20;1Z091YW70399435012;NJ;08723;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70391775642;CA;93292;16;27;2;Ground Residential Third Party;8.03;M T L International;;;;;;
2016/1/21;1Z091YW70391775642;CA;93292;0;0;2;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70391775642;CA;93292;0;0;2;Fuel Surcharge;0.53;M T L International;;;;;;
2016/1/21;1Z091YW70391775642;CA;93292;0;0;2;Third Party Billing Service;0.27;M T L International;;;;;;
2016/1/21;1Z091YW70391775642;CA;93292;0;0;2;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70393424633;AZ;85364;90;90;4;Ground Commercial Third Party;22.97;M T L International;;;;;;
2016/1/21;1Z091YW70393424633;AZ;85364;0;0;4;Additional Handling;10.5;M T L International;;;;;;
2016/1/21;1Z091YW70393424633;AZ;85364;0;0;4;Fuel Surcharge;1.2;M T L International;;;;;;
2016/1/21;1Z091YW70393424633;AZ;85364;0;0;4;Third Party Billing Service;0.87;M T L International;;;;;;
2016/1/21;1Z091YW70393424633;AZ;85364;0;0;4;Additional Handling;0;M T L International;;;;;;
2016/1/21;1Z091YW70393424633;AZ;85364;0;0;4;Fuel Surcharge;0;M T L International;;;;;;
2016/1/21;1Z091YW70393424633;AZ;85364;0;0;4;Third Party Billing Service;0;M T L International;;;;;;
2016/1/21;1Z091YW70392838966;PA;18360;5;10;8;Ground Residential Third Party;9.73;M T L International;;;;;;
2016/1/21;1Z091YW70392838966;PA;18360;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70392838966;PA;18360;0;0;8;Fuel Surcharge;0.62;M T L International;;;;;;
2016/1/21;1Z091YW70392838966;PA;18360;0;0;8;Third Party Billing Service;0.31;M T L International;;;;;;
2016/1/21;1Z091YW70392838966;PA;18360;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70390208579;TN;38139;4;10;7;Ground Residential Third Party;8.8;M T L International;;;;;;
2016/1/21;1Z091YW70390208579;TN;38139;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70390208579;TN;38139;0;0;7;Fuel Surcharge;0.57;M T L International;;;;;;
2016/1/21;1Z091YW70390208579;TN;38139;0;0;7;Third Party Billing Service;0.29;M T L International;;;;;;
2016/1/21;1Z091YW70390208579;TN;38139;0;0;7;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70392814384;TN;38018;4;10;7;Ground Residential Third Party;8.8;M T L International;;;;;;
2016/1/21;1Z091YW70392814384;TN;38018;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70392814384;TN;38018;0;0;7;Fuel Surcharge;0.57;M T L International;;;;;;
2016/1/21;1Z091YW70392814384;TN;38018;0;0;7;Third Party Billing Service;0.29;M T L International;;;;;;
2016/1/21;1Z091YW70392814384;TN;38018;0;0;7;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70394860393;SC;29655;5;10;8;Ground Residential Third Party;9.73;M T L International;;;;;;
2016/1/21;1Z091YW70394860393;SC;29655;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70394860393;SC;29655;0;0;8;Delivery Area Surcharge - Extended;4;M T L International;;;;;;
2016/1/21;1Z091YW70394860393;SC;29655;0;0;8;Fuel Surcharge;0.83;M T L International;;;;;;
2016/1/21;1Z091YW70394860393;SC;29655;0;0;8;Third Party Billing Service;0.42;M T L International;;;;;;
2016/1/21;1Z091YW70394860393;SC;29655;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70391230604;FL;33028;5;10;8;Ground Residential Third Party;9.73;M T L International;;;;;;
2016/1/21;1Z091YW70391230604;FL;33028;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70391230604;FL;33028;0;0;8;Fuel Surcharge;0.62;M T L International;;;;;;
2016/1/21;1Z091YW70391230604;FL;33028;0;0;8;Third Party Billing Service;0.31;M T L International;;;;;;
2016/1/21;1Z091YW70391230604;FL;33028;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70390479625;OH;44035;24;40;8;Ground Residential Third Party;26.72;M T L International;;;;;;
2016/1/21;1Z091YW70390479625;OH;44035;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70390479625;OH;44035;0;0;8;Fuel Surcharge;1.51;M T L International;;;;;;
2016/1/21;1Z091YW70390479625;OH;44035;0;0;8;Third Party Billing Service;0.76;M T L International;;;;;;
2016/1/21;1Z091YW70390479625;OH;44035;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70391926434;FL;33703;5;10;8;Ground Residential Third Party;9.73;M T L International;;;;;;
2016/1/21;1Z091YW70391926434;FL;33703;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70391926434;FL;33703;0;0;8;Fuel Surcharge;0.62;M T L International;;;;;;
2016/1/21;1Z091YW70391926434;FL;33703;0;0;8;Third Party Billing Service;0.31;M T L International;;;;;;
2016/1/21;1Z091YW70391926434;FL;33703;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70391033443;FL;33405;24;40;8;Ground Residential Third Party;26.72;M T L International;;;;;;
2016/1/21;1Z091YW70391033443;FL;33405;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70391033443;FL;33405;0;0;8;Fuel Surcharge;1.51;M T L International;;;;;;
2016/1/21;1Z091YW70391033443;FL;33405;0;0;8;Third Party Billing Service;0.76;M T L International;;;;;;
2016/1/21;1Z091YW70391033443;FL;33405;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70390084659;AL;35444;17;30;7;Ground Residential Third Party;18.66;M T L International;;;;;;
2016/1/21;1Z091YW70390084659;AL;35444;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70390084659;AL;35444;0;0;7;Delivery Area Surcharge - Extended;4;M T L International;;;;;;
2016/1/21;1Z091YW70390084659;AL;35444;0;0;7;Fuel Surcharge;1.3;M T L International;;;;;;
2016/1/21;1Z091YW70390084659;AL;35444;0;0;7;Third Party Billing Service;0.65;M T L International;;;;;;
2016/1/21;1Z091YW70390084659;AL;35444;0;0;7;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70390644062;WI;54313;17;30;7;Ground Residential Third Party;18.66;M T L International;;;;;;
2016/1/21;1Z091YW70390644062;WI;54313;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70390644062;WI;54313;0;0;7;Fuel Surcharge;1.09;M T L International;;;;;;
2016/1/21;1Z091YW70390644062;WI;54313;0;0;7;Third Party Billing Service;0.55;M T L International;;;;;;
2016/1/21;1Z091YW70390644062;WI;54313;0;0;7;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70391155679;KY;40601;17;30;8;Ground Residential Third Party;22;M T L International;;;;;;
2016/1/21;1Z091YW70391155679;KY;40601;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70391155679;KY;40601;0;0;8;Fuel Surcharge;1.26;M T L International;;;;;;
2016/1/21;1Z091YW70391155679;KY;40601;0;0;8;Third Party Billing Service;0.63;M T L International;;;;;;
2016/1/21;1Z091YW70391155679;KY;40601;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70391543482;IA;52742;16;27;7;Ground Commercial Third Party;16.55;M T L International;;;;;;
2016/1/21;1Z091YW70391543482;IA;52742;0;0;7;Delivery Area Surcharge;2.3;M T L International;;;;;;
2016/1/21;1Z091YW70391543482;IA;52742;0;0;7;Fuel Surcharge;0.99;M T L International;;;;;;
2016/1/21;1Z091YW70391543482;IA;52742;0;0;7;Third Party Billing Service;0.5;M T L International;;;;;;
2016/1/21;1Z091YW70391543482;IA;52742;0;0;7;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70394811490;FL;33142;24;40;8;Ground Commercial Third Party;25.83;M T L International;;;;;;
2016/1/21;1Z091YW70394811490;FL;33142;0;0;8;Fuel Surcharge;1.36;M T L International;;;;;;
2016/1/21;1Z091YW70394811490;FL;33142;0;0;8;Third Party Billing Service;0.68;M T L International;;;;;;
2016/1/21;1Z091YW70394811490;FL;33142;0;0;8;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70390643705;MN;55016;7;7;7;Ground Residential Third Party;7.75;M T L International;;;;;;
2016/1/21;1Z091YW70390643705;MN;55016;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70390643705;MN;55016;0;0;7;Fuel Surcharge;0.52;M T L International;;;;;;
2016/1/21;1Z091YW70390643705;MN;55016;0;0;7;Third Party Billing Service;0.26;M T L International;;;;;;
2016/1/21;1Z091YW70391004117;TN;37379;7;7;8;Ground Residential Third Party;8.3;M T L International;;;;;;
2016/1/21;1Z091YW70391004117;TN;37379;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70391004117;TN;37379;0;0;8;Delivery Area Surcharge;3.15;M T L International;;;;;;
2016/1/21;1Z091YW70391004117;TN;37379;0;0;8;Fuel Surcharge;0.71;M T L International;;;;;;
2016/1/21;1Z091YW70391004117;TN;37379;0;0;8;Third Party Billing Service;0.36;M T L International;;;;;;
2016/1/21;1Z091YW70392736727;FL;32746;16;27;8;Ground Residential Third Party;20;M T L International;;;;;;
2016/1/21;1Z091YW70392736727;FL;32746;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70392736727;FL;32746;0;0;8;Fuel Surcharge;1.16;M T L International;;;;;;
2016/1/21;1Z091YW70392736727;FL;32746;0;0;8;Third Party Billing Service;0.58;M T L International;;;;;;
2016/1/21;1Z091YW70392736727;FL;32746;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70392165531;AR;72908;17;30;6;Ground Commercial Third Party;15.55;M T L International;;;;;;
2016/1/21;1Z091YW70392165531;AR;72908;0;0;6;Fuel Surcharge;0.82;M T L International;;;;;;
2016/1/21;1Z091YW70392165531;AR;72908;0;0;6;Third Party Billing Service;0.41;M T L International;;;;;;
2016/1/21;1Z091YW70392165531;AR;72908;0;0;6;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70393407750;AL;35654;51;60;7;Ground Residential Third Party;26.74;M T L International;;;;;;
2016/1/21;1Z091YW70393407750;AL;35654;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70393407750;AL;35654;0;0;7;Delivery Area Surcharge - Extended;4;M T L International;;;;;;
2016/1/21;1Z091YW70393407750;AL;35654;0;0;7;Fuel Surcharge;1.72;M T L International;;;;;;
2016/1/21;1Z091YW70393407750;AL;35654;0;0;7;Third Party Billing Service;0.86;M T L International;;;;;;
2016/1/21;1Z091YW70393407750;AL;35654;0;0;7;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70394669163;VA;23661;51;60;8;Ground Residential Third Party;31.74;M T L International;;;;;;
2016/1/21;1Z091YW70394669163;VA;23661;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70394669163;VA;23661;0;0;8;Fuel Surcharge;1.77;M T L International;;;;;;
2016/1/21;1Z091YW70394669163;VA;23661;0;0;8;Third Party Billing Service;0.89;M T L International;;;;;;
2016/1/21;1Z091YW70394669163;VA;23661;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70390722772;AL;36572;51;60;7;Ground Residential Third Party;26.74;M T L International;;;;;;
2016/1/21;1Z091YW70390722772;AL;36572;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70390722772;AL;36572;0;0;7;Delivery Area Surcharge;3.15;M T L International;;;;;;
2016/1/21;1Z091YW70390722772;AL;36572;0;0;7;Fuel Surcharge;1.68;M T L International;;;;;;
2016/1/21;1Z091YW70390722772;AL;36572;0;0;7;Third Party Billing Service;0.84;M T L International;;;;;;
2016/1/21;1Z091YW70390722772;AL;36572;0;0;7;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70394292588;TN;37160;51;60;7;Ground Residential Third Party;26.74;M T L International;;;;;;
2016/1/21;1Z091YW70394292588;TN;37160;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70394292588;TN;37160;0;0;7;Delivery Area Surcharge - Extended;4;M T L International;;;;;;
2016/1/21;1Z091YW70394292588;TN;37160;0;0;7;Fuel Surcharge;1.72;M T L International;;;;;;
2016/1/21;1Z091YW70394292588;TN;37160;0;0;7;Third Party Billing Service;0.86;M T L International;;;;;;
2016/1/21;1Z091YW70394292588;TN;37160;0;0;7;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70392182594;IN;46526;51;60;7;Ground Residential Third Party;26.74;M T L International;;;;;;
2016/1/21;1Z091YW70392182594;IN;46526;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70392182594;IN;46526;0;0;7;Fuel Surcharge;1.51;M T L International;;;;;;
2016/1/21;1Z091YW70392182594;IN;46526;0;0;7;Third Party Billing Service;0.76;M T L International;;;;;;
2016/1/21;1Z091YW70392182594;IN;46526;0;0;7;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70393876806;PA;17044;51;60;8;Ground Residential Third Party;31.74;M T L International;;;;;;
2016/1/21;1Z091YW70393876806;PA;17044;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70393876806;PA;17044;0;0;8;Fuel Surcharge;1.77;M T L International;;;;;;
2016/1/21;1Z091YW70393876806;PA;17044;0;0;8;Third Party Billing Service;0.89;M T L International;;;;;;
2016/1/21;1Z091YW70393876806;PA;17044;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70390613827;CO;80538;17;30;5;Ground Residential Third Party;12.9;M T L International;;;;;;
2016/1/21;1Z091YW70390613827;CO;80538;0;0;5;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/21;1Z091YW70390613827;CO;80538;0;0;5;Fuel Surcharge;0.79;M T L International;;;;;;
2016/1/21;1Z091YW70390613827;CO;80538;0;0;5;Third Party Billing Service;0.4;M T L International;;;;;;
2016/1/21;1Z091YW70390613827;CO;80538;0;0;5;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/21;1Z091YW70392139211;IN;46580;17;30;7;Ground Commercial Third Party;18.06;M T L International;;;;;;
2016/1/21;1Z091YW70392139211;IN;46580;0;0;7;Fuel Surcharge;0.95;M T L International;;;;;;
2016/1/21;1Z091YW70392139211;IN;46580;0;0;7;Third Party Billing Service;0.48;M T L International;;;;;;
2016/1/21;1Z091YW70392139211;IN;46580;0;0;7;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70390973699;CA;93551;5;10;2;Ground Residential Third Party;6.94;M T L International;;;;;;
2016/1/22;1Z091YW70390973699;CA;93551;0;0;2;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70390973699;CA;93551;0;0;2;Fuel Surcharge;0.48;M T L International;;;;;;
2016/1/22;1Z091YW70390973699;CA;93551;0;0;2;Third Party Billing Service;0.24;M T L International;;;;;;
2016/1/22;1Z091YW70390973699;CA;93551;0;0;2;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70394703731;CA;90504;17;30;2;Ground Residential Third Party;8.43;M T L International;;;;;;
2016/1/22;1Z091YW70394703731;CA;90504;0;0;2;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70394703731;CA;90504;0;0;2;Fuel Surcharge;0.55;M T L International;;;;;;
2016/1/22;1Z091YW70394703731;CA;90504;0;0;2;Third Party Billing Service;0.28;M T L International;;;;;;
2016/1/22;1Z091YW70394703731;CA;90504;0;0;2;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70390494313;CA;94539;5;10;4;Ground Residential Third Party;7.04;M T L International;;;;;;
2016/1/22;1Z091YW70390494313;CA;94539;0;0;4;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70390494313;CA;94539;0;0;4;Fuel Surcharge;0.48;M T L International;;;;;;
2016/1/22;1Z091YW70390494313;CA;94539;0;0;4;Third Party Billing Service;0.24;M T L International;;;;;;
2016/1/22;1Z091YW70390494313;CA;94539;0;0;4;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70393110927;AZ;85262;17;30;4;Ground Residential Third Party;10.9;M T L International;;;;;;
2016/1/22;1Z091YW70393110927;AZ;85262;0;0;4;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70393110927;AZ;85262;0;0;4;Fuel Surcharge;0.68;M T L International;;;;;;
2016/1/22;1Z091YW70393110927;AZ;85262;0;0;4;Third Party Billing Service;0.34;M T L International;;;;;;
2016/1/22;1Z091YW70393110927;AZ;85262;0;0;4;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70392909871;WI;53916;5;12;7;Ground Residential Third Party;9.6;M T L International;;;;;;
2016/1/22;1Z091YW70392909871;WI;53916;0;0;7;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70392909871;WI;53916;0;0;7;Delivery Area Surcharge;3.15;M T L International;;;;;;
2016/1/22;1Z091YW70392909871;WI;53916;0;0;7;Fuel Surcharge;0.78;M T L International;;;;;;
2016/1/22;1Z091YW70392909871;WI;53916;0;0;7;Third Party Billing Service;0.39;M T L International;;;;;;
2016/1/22;1Z091YW70392909871;WI;53916;0;0;7;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70392850782;TX;76013;16;27;6;Ground Residential Third Party;14.55;M T L International;;;;;;
2016/1/22;1Z091YW70392850782;TX;76013;0;0;6;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70392850782;TX;76013;0;0;6;Fuel Surcharge;0.87;M T L International;;;;;;
2016/1/22;1Z091YW70392850782;TX;76013;0;0;6;Third Party Billing Service;0.44;M T L International;;;;;;
2016/1/22;1Z091YW70392850782;TX;76013;0;0;6;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70392550856;IL;62221;12;12;7;Ground Commercial Third Party;9.29;M T L International;;;;;;
2016/1/22;1Z091YW70392550856;IL;62221;0;0;7;Fuel Surcharge;0.49;M T L International;;;;;;
2016/1/22;1Z091YW70392550856;IL;62221;0;0;7;Third Party Billing Service;0.24;M T L International;;;;;;
2016/1/22;1Z091YW70393914265;GA;30349;5;10;8;Ground Residential Third Party;9.73;M T L International;;;;;;
2016/1/22;1Z091YW70393914265;GA;30349;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70393914265;GA;30349;0;0;8;Fuel Surcharge;0.62;M T L International;;;;;;
2016/1/22;1Z091YW70393914265;GA;30349;0;0;8;Third Party Billing Service;0.31;M T L International;;;;;;
2016/1/22;1Z091YW70393914265;GA;30349;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70390061683;FL;33196;5;10;8;Ground Residential Third Party;9.73;M T L International;;;;;;
2016/1/22;1Z091YW70390061683;FL;33196;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70390061683;FL;33196;0;0;8;Fuel Surcharge;0.62;M T L International;;;;;;
2016/1/22;1Z091YW70390061683;FL;33196;0;0;8;Third Party Billing Service;0.31;M T L International;;;;;;
2016/1/22;1Z091YW70390061683;FL;33196;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70394929908;AL;36330;6;15;8;Ground Residential Third Party;12.56;M T L International;;;;;;
2016/1/22;1Z091YW70394929908;AL;36330;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70394929908;AL;36330;0;0;8;Fuel Surcharge;0.77;M T L International;;;;;;
2016/1/22;1Z091YW70394929908;AL;36330;0;0;8;Third Party Billing Service;0.39;M T L International;;;;;;
2016/1/22;1Z091YW70394929908;AL;36330;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70390276746;NC;28734;17;30;8;Ground Residential Third Party;22;M T L International;;;;;;
2016/1/22;1Z091YW70390276746;NC;28734;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70390276746;NC;28734;0;0;8;Delivery Area Surcharge;3.15;M T L International;;;;;;
2016/1/22;1Z091YW70390276746;NC;28734;0;0;8;Fuel Surcharge;1.43;M T L International;;;;;;
2016/1/22;1Z091YW70390276746;NC;28734;0;0;8;Third Party Billing Service;0.72;M T L International;;;;;;
2016/1/22;1Z091YW70390276746;NC;28734;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70391513951;KS;66547;17;30;6;Ground Residential Third Party;16.07;M T L International;;;;;;
2016/1/22;1Z091YW70391513951;KS;66547;0;0;6;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70391513951;KS;66547;0;0;6;Delivery Area Surcharge - Extended;4;M T L International;;;;;;
2016/1/22;1Z091YW70391513951;KS;66547;0;0;6;Fuel Surcharge;1.16;M T L International;;;;;;
2016/1/22;1Z091YW70391513951;KS;66547;0;0;6;Third Party Billing Service;0.58;M T L International;;;;;;
2016/1/22;1Z091YW70391513951;KS;66547;0;0;6;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70392379364;FL;33179;16;27;8;Ground Residential Third Party;20;M T L International;;;;;;
2016/1/22;1Z091YW70392379364;FL;33179;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70392379364;FL;33179;0;0;8;Fuel Surcharge;1.16;M T L International;;;;;;
2016/1/22;1Z091YW70392379364;FL;33179;0;0;8;Third Party Billing Service;0.58;M T L International;;;;;;
2016/1/22;1Z091YW70392379364;FL;33179;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70391716974;NJ;08067;16;27;8;Ground Commercial Third Party;19.36;M T L International;;;;;;
2016/1/22;1Z091YW70391716974;NJ;08067;0;0;8;Delivery Area Surcharge;2.3;M T L International;;;;;;
2016/1/22;1Z091YW70391716974;NJ;08067;0;0;8;Fuel Surcharge;1.13;M T L International;;;;;;
2016/1/22;1Z091YW70391716974;NJ;08067;0;0;8;Third Party Billing Service;0.57;M T L International;;;;;;
2016/1/22;1Z091YW70391716974;NJ;08067;0;0;8;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70390184792;MO;65802;17;30;6;Ground Commercial Third Party;15.55;M T L International;;;;;;
2016/1/22;1Z091YW70390184792;MO;65802;0;0;6;Fuel Surcharge;0.82;M T L International;;;;;;
2016/1/22;1Z091YW70390184792;MO;65802;0;0;6;Third Party Billing Service;0.41;M T L International;;;;;;
2016/1/22;1Z091YW70390184792;MO;65802;0;0;6;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/22;1Z091YW70392803001;MI;49321;7;7;8;Ground Residential Third Party;8.3;M T L International;;;;;;
2016/1/22;1Z091YW70392803001;MI;49321;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/22;1Z091YW70392803001;MI;49321;0;0;8;Fuel Surcharge;0.55;M T L International;;;;;;
2016/1/22;1Z091YW70392803001;MI;49321;0;0;8;Third Party Billing Service;0.27;M T L International;;;;;;
2016/1/25;1Z091YW70397259832;CA;95776;35;35;4;Ground Residential Third Party;11.75;M T L International;;;;;;
2016/1/25;1Z091YW70397259832;CA;95776;0;0;4;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/25;1Z091YW70397259832;CA;95776;0;0;4;Fuel Surcharge;0.73;M T L International;;;;;;
2016/1/25;1Z091YW70397259832;CA;95776;0;0;4;Third Party Billing Service;0.36;M T L International;;;;;;
2016/1/25;1Z091YW70396817490;UT;84015;17;30;4;Ground Residential Third Party;10.9;M T L International;;;;;;
2016/1/25;1Z091YW70396817490;UT;84015;0;0;4;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/25;1Z091YW70396817490;UT;84015;0;0;4;Fuel Surcharge;0.68;M T L International;;;;;;
2016/1/25;1Z091YW70396817490;UT;84015;0;0;4;Third Party Billing Service;0.34;M T L International;;;;;;
2016/1/25;1Z091YW70396817490;UT;84015;0;0;4;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/25;1Z091YW70396642982;CA;93725;16;27;3;Ground Residential Third Party;9.25;M T L International;;;;;;
2016/1/25;1Z091YW70396642982;CA;93725;0;0;3;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/25;1Z091YW70396642982;CA;93725;0;0;3;Fuel Surcharge;0.59;M T L International;;;;;;
2016/1/25;1Z091YW70396642982;CA;93725;0;0;3;Third Party Billing Service;0.3;M T L International;;;;;;
2016/1/25;1Z091YW70396642982;CA;93725;0;0;3;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/25;1Z091YW70399390221;AZ;85033;7;7;4;Ground Residential Third Party;6.94;M T L International;;;;;;
2016/1/25;1Z091YW70399390221;AZ;85033;0;0;4;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/25;1Z091YW70399390221;AZ;85033;0;0;4;Fuel Surcharge;0.47;M T L International;;;;;;
2016/1/25;1Z091YW70399390221;AZ;85033;0;0;4;Third Party Billing Service;0.24;M T L International;;;;;;
2016/1/25;1Z091YW70395844033;CA;95212;7;7;3;Ground Residential Third Party;6.94;M T L International;;;;;;
2016/1/25;1Z091YW70395844033;CA;95212;0;0;3;Residential Surcharge;2.11;M T L International;;;;;;
