ship date;tracking;state;zip;custom weight;weight;zone;G;;I;;;J;shipper
2015/12/28;1Z091YW70394723728;TX;79521;16;30;6;FRT;3;Ground Residential Third Party;0;8.33;13.59;M T L International
2015/12/28;1Z091YW70394723728;TX;79521;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394723728;TX;79521;0;0;6;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70394723728;TX;79521;0;0;6;FSC;FSC;Fuel Surcharge;29.17;0.5;1.03;M T L International
2015/12/28;1Z091YW70394723728;TX;79521;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393692531;AL;36544;16;30;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/28;1Z091YW70393692531;AL;36544;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393692531;AL;36544;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70393692531;AL;36544;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/28;1Z091YW70393692531;AL;36544;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394561546;TN;37015;16;30;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/28;1Z091YW70394561546;TN;37015;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394561546;TN;37015;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70394561546;TN;37015;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/28;1Z091YW70394561546;TN;37015;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390519582;AL;35126;16;28;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/28;1Z091YW70390519582;AL;35126;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390519582;AL;35126;0;0;7;FSC;FSC;Fuel Surcharge;29.21;0.58;0.95;M T L International
2015/12/28;1Z091YW70390519582;AL;35126;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393786216;NY;14468;16;29;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70393786216;NY;14468;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393786216;NY;14468;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70393786216;NY;14468;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394000820;NM;87123;16;27;5;FRT;3;Ground Residential Third Party;0;6.79;11.07;M T L International
2015/12/28;1Z091YW70394000820;NM;87123;0;0;5;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394000820;NM;87123;0;0;5;FSC;FSC;Fuel Surcharge;21.11;0.42;0.69;M T L International
2015/12/28;1Z091YW70394000820;NM;87123;0;0;5;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70391551795;NY;14760;16;25;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70391551795;NY;14760;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70391551795;NY;14760;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70391551795;NY;14760;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393365564;FL;33976;8;8;8;FRT;3;Ground Residential Third Party;0;4.82;8.58;M T L International
2015/12/28;1Z091YW70393365564;FL;33976;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393365564;FL;33976;0;0;8;FSC;FSC;Fuel Surcharge;16.65;0.31;0.56;M T L International
2015/12/28;1Z091YW70391422997;ND;58201;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/28;1Z091YW70391422997;ND;58201;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70391422997;ND;58201;0;0;7;FSC;FSC;Fuel Surcharge;33.35;0.66;1.09;M T L International
2015/12/28;1Z091YW70391422997;ND;58201;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394875618;MN;56007;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/28;1Z091YW70394875618;MN;56007;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394875618;MN;56007;0;0;7;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70394875618;MN;56007;0;0;7;FSC;FSC;Fuel Surcharge;36.5;0.66;1.26;M T L International
2015/12/28;1Z091YW70394875618;MN;56007;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390697032;OH;44256;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70390697032;OH;44256;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390697032;OH;44256;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70390697032;OH;44256;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393456046;MS;38873;16;28;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/28;1Z091YW70393456046;MS;38873;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393456046;MS;38873;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70393456046;MS;38873;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/28;1Z091YW70393456046;MS;38873;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394999253;AL;36305;16;30;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70394999253;AL;36305;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394999253;AL;36305;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70394999253;AL;36305;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394974083;MI;48883;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70394974083;MI;48883;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394974083;MI;48883;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70394974083;MI;48883;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/28;1Z091YW70394974083;MI;48883;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393618308;MI;48883;16;27;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70393618308;MI;48883;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393618308;MI;48883;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70393618308;MI;48883;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/28;1Z091YW70393618308;MI;48883;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393837143;IL;62347;16;30;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/28;1Z091YW70393837143;IL;62347;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393837143;IL;62347;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70393837143;IL;62347;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/28;1Z091YW70393837143;IL;62347;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390442351;IL;62347;16;29;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/28;1Z091YW70390442351;IL;62347;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390442351;IL;62347;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70390442351;IL;62347;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/28;1Z091YW70390442351;IL;62347;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390043185;MI;48879;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/28;1Z091YW70390043185;MI;48879;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390043185;MI;48879;0;0;8;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70390043185;MI;48879;0;0;8;FSC;FSC;Fuel Surcharge;41.88;0.77;1.43;M T L International
2015/12/28;1Z091YW70390043185;MI;48879;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393965817;GA;30528;17;30;8;FRT;3;Ground Commercial Third Party;0;14.19;21.29;M T L International
2015/12/28;1Z091YW70393965817;GA;30528;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393965817;GA;30528;0;0;8;ACC;LDC;Delivery Area Surcharge - Extended;0;0;2.3;M T L International
2015/12/28;1Z091YW70393965817;GA;30528;0;0;8;FSC;FSC;Fuel Surcharge;37.78;0.74;1.24;M T L International
2015/12/28;1Z091YW70393965817;GA;30528;0;0;8;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390705451;GA;30114;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/28;1Z091YW70390705451;GA;30114;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390705451;GA;30114;0;0;8;FSC;FSC;Fuel Surcharge;38.73;0.77;1.26;M T L International
2015/12/28;1Z091YW70390705451;GA;30114;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392000860;MN;56301;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/28;1Z091YW70392000860;MN;56301;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392000860;MN;56301;0;0;7;FSC;FSC;Fuel Surcharge;33.35;0.66;1.09;M T L International
2015/12/28;1Z091YW70392000860;MN;56301;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392368474;PA;17821;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/28;1Z091YW70392368474;PA;17821;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392368474;PA;17821;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70392368474;PA;17821;0;0;8;FSC;FSC;Fuel Surcharge;42.73;0.77;1.47;M T L International
2015/12/28;1Z091YW70392368474;PA;17821;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392132281;SC;29418;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/28;1Z091YW70392132281;SC;29418;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392132281;SC;29418;0;0;8;FSC;FSC;Fuel Surcharge;38.73;0.77;1.26;M T L International
2015/12/28;1Z091YW70392132281;SC;29418;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392696299;MI;49417;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/28;1Z091YW70392696299;MI;49417;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392696299;MI;49417;0;0;8;FSC;FSC;Fuel Surcharge;38.73;0.77;1.26;M T L International
2015/12/28;1Z091YW70392696299;MI;49417;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390840911;IA;50049;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/28;1Z091YW70390840911;IA;50049;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390840911;IA;50049;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70390840911;IA;50049;0;0;7;FSC;FSC;Fuel Surcharge;37.35;0.66;1.3;M T L International
2015/12/28;1Z091YW70390840911;IA;50049;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394029523;TN;37060;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/28;1Z091YW70394029523;TN;37060;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394029523;TN;37060;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70394029523;TN;37060;0;0;7;FSC;FSC;Fuel Surcharge;37.35;0.66;1.3;M T L International
2015/12/28;1Z091YW70394029523;TN;37060;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70391434331;WI;54727;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/28;1Z091YW70391434331;WI;54727;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70391434331;WI;54727;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70391434331;WI;54727;0;0;7;FSC;FSC;Fuel Surcharge;37.35;0.66;1.3;M T L International
2015/12/28;1Z091YW70391434331;WI;54727;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393859343;OH;43055;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/28;1Z091YW70393859343;OH;43055;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393859343;OH;43055;0;0;8;FSC;FSC;Fuel Surcharge;38.73;0.77;1.26;M T L International
2015/12/28;1Z091YW70393859343;OH;43055;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390985962;LA;70524;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/28;1Z091YW70390985962;LA;70524;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390985962;LA;70524;0;0;7;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70390985962;LA;70524;0;0;7;FSC;FSC;Fuel Surcharge;36.5;0.66;1.26;M T L International
2015/12/28;1Z091YW70390985962;LA;70524;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390241381;PA;17329;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/28;1Z091YW70390241381;PA;17329;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390241381;PA;17329;0;0;8;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70390241381;PA;17329;0;0;8;FSC;FSC;Fuel Surcharge;41.88;0.77;1.43;M T L International
2015/12/28;1Z091YW70390241381;PA;17329;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70391627392;IN;47929;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/28;1Z091YW70391627392;IN;47929;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70391627392;IN;47929;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70391627392;IN;47929;0;0;7;FSC;FSC;Fuel Surcharge;37.35;0.66;1.3;M T L International
2015/12/28;1Z091YW70391627392;IN;47929;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70391066622;TX;77378;17;30;6;FRT;3;Ground Residential Third Party;0;9.85;16.07;M T L International
2015/12/28;1Z091YW70391066622;TX;77378;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70391066622;TX;77378;0;0;6;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70391066622;TX;77378;0;0;6;FSC;FSC;Fuel Surcharge;32.32;0.58;1.12;M T L International
2015/12/28;1Z091YW70391066622;TX;77378;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394053434;IL;62234;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/28;1Z091YW70394053434;IL;62234;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394053434;IL;62234;0;0;7;FSC;FSC;Fuel Surcharge;33.35;0.66;1.09;M T L International
2015/12/28;1Z091YW70394053434;IL;62234;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70391691652;NC;28805;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/28;1Z091YW70391691652;NC;28805;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70391691652;NC;28805;0;0;8;FSC;FSC;Fuel Surcharge;38.73;0.77;1.26;M T L International
2015/12/28;1Z091YW70391691652;NC;28805;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392191066;ND;58563;16;28;6;FRT;3;Ground Residential Third Party;0;8.33;13.59;M T L International
2015/12/28;1Z091YW70392191066;ND;58563;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392191066;ND;58563;0;0;6;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70392191066;ND;58563;0;0;6;FSC;FSC;Fuel Surcharge;29.17;0.5;1.03;M T L International
2015/12/28;1Z091YW70392191066;ND;58563;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392442679;FL;32526;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70392442679;FL;32526;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392442679;FL;32526;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70392442679;FL;32526;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393978492;PA;15425;16;30;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70393978492;PA;15425;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393978492;PA;15425;0;0;8;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70393978492;PA;15425;0;0;8;FSC;FSC;Fuel Surcharge;36.58;0.66;1.26;M T L International
2015/12/28;1Z091YW70393978492;PA;15425;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394950705;MI;49080;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70394950705;MI;49080;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394950705;MI;49080;0;0;8;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70394950705;MI;49080;0;0;8;FSC;FSC;Fuel Surcharge;36.58;0.66;1.26;M T L International
2015/12/28;1Z091YW70394950705;MI;49080;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394616166;SC;29588;16;27;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70394616166;SC;29588;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394616166;SC;29588;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70394616166;SC;29588;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393583800;AL;35954;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70393583800;AL;35954;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393583800;AL;35954;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70393583800;AL;35954;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/28;1Z091YW70393583800;AL;35954;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394351639;MN;55119;16;30;7;FRT;3;Ground Commercial Third Party;0;10.38;15.58;M T L International
2015/12/28;1Z091YW70394351639;MN;55119;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394351639;MN;55119;0;0;7;FSC;FSC;Fuel Surcharge;25.96;0.54;0.82;M T L International
2015/12/28;1Z091YW70394351639;MN;55119;0;0;7;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392042646;MI;48603;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70392042646;MI;48603;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392042646;MI;48603;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70392042646;MI;48603;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392261267;OH;43074;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70392261267;OH;43074;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392261267;OH;43074;0;0;8;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70392261267;OH;43074;0;0;8;FSC;FSC;Fuel Surcharge;36.58;0.66;1.26;M T L International
2015/12/28;1Z091YW70392261267;OH;43074;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70391996878;SC;29540;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70391996878;SC;29540;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70391996878;SC;29540;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70391996878;SC;29540;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/28;1Z091YW70391996878;SC;29540;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390688686;IL;60462;16;28;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/28;1Z091YW70390688686;IL;60462;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390688686;IL;60462;0;0;7;FSC;FSC;Fuel Surcharge;29.21;0.58;0.95;M T L International
2015/12/28;1Z091YW70390688686;IL;60462;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394940690;IN;47578;16;28;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/28;1Z091YW70394940690;IN;47578;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394940690;IN;47578;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70394940690;IN;47578;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/28;1Z091YW70394940690;IN;47578;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390036906;OH;45645;16;30;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70390036906;OH;45645;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390036906;OH;45645;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70390036906;OH;45645;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/28;1Z091YW70390036906;OH;45645;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392897929;KY;41143;16;25;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70392897929;KY;41143;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392897929;KY;41143;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70392897929;KY;41143;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/28;1Z091YW70392897929;KY;41143;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390030733;GA;31909;16;30;8;FRT;3;Ground Commercial Third Party;0;12.07;18.11;M T L International
2015/12/28;1Z091YW70390030733;GA;31909;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390030733;GA;31909;0;0;8;FSC;FSC;Fuel Surcharge;30.18;0.63;0.95;M T L International
2015/12/28;1Z091YW70390030733;GA;31909;0;0;8;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394320958;NC;27360;16;28;8;FRT;3;Ground Commercial Third Party;0;12.07;18.11;M T L International
2015/12/28;1Z091YW70394320958;NC;27360;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394320958;NC;27360;0;0;8;FSC;FSC;Fuel Surcharge;30.18;0.63;0.95;M T L International
